id,code,name,name_th,province_id,created_at,updated_at
379,4017,Mancha Khiri,มัญจาคีรี,29,32:06.2,32:06.2
380,4018,Chonnabot,ชนบท,29,32:06.2,32:06.2
381,4019,Khao Suan Kwang,เขาสวนกวาง,29,32:06.2,32:06.2
382,4020,Phu Phaman,ภูผาม่าน,29,32:06.2,32:06.2
383,4021,Sam Sung,ซำสูง,29,32:06.2,32:06.2
384,4022,Khok Pho Chai,โคกโพธิ์ไชย,29,32:06.2,32:06.2
385,4023,Nong Na Kham,หนองนาคำ,29,32:06.2,32:06.2
386,4024,Ban Haet,บ้านแฮด,29,32:06.2,32:06.2
387,4025,Non Sila,โนนศิลา,29,32:06.2,32:06.2
388,4026,Wiang Kao,เวียงเก่า,29,32:06.2,32:06.2
389,4101,Mueang Udon Thani,เมืองอุดรธานี,30,32:06.2,32:06.2
390,4102,Kut Chap,กุดจับ,30,32:06.2,32:06.2
391,4103,Nong Wua So,หนองวัวซอ,30,32:06.2,32:06.2
392,4104,Kumphawapi,กุมภวาปี,30,32:06.2,32:06.2
393,4105,Non Sa-at,โนนสะอาด,30,32:06.2,32:06.2
394,4106,Nong Saeng,หนองหาน,30,32:06.2,32:06.2
395,4107,Thung Fon,ทุ่งฝน,30,32:06.2,32:06.2
396,4108,Chai Wan,ไชยวาน,30,32:06.2,32:06.2
397,4109,Si That,ศรีธาตุ,30,32:06.2,32:06.2
398,4110,Wang Sam Mo,วังสามหมอ,30,32:06.2,32:06.2
399,4111,Ban Dung,บ้านดุง,30,32:06.2,32:06.2
400,4117,Ban Phue,บ้านผือ,30,32:06.2,32:06.2
401,4118,Nam Som,น้ำโสม,30,32:06.2,32:06.2
402,4119,Phen,เพ็ญ,30,32:06.2,32:06.2
403,4120,Sang Khom,สร้างคอม,30,32:06.2,32:06.2
404,4121,Nong Saeng,หนองแสง,30,32:06.2,32:06.2
405,4122,Na Yung,นายูง,30,32:06.2,32:06.2
406,4123,Phibun Rak,พิบูลย์รักษ์,30,32:06.2,32:06.2
407,4124,Ku Kaeo,กู่แก้ว,30,32:06.2,32:06.2
408,4125,Prachaksinlapakhom,ประจักษ์ศิลปาคม,30,32:06.2,32:06.2
409,4201,Mueang Loei,เมืองเลย,31,32:06.2,32:06.2
410,4202,Na Duang,นาด้วง,31,32:06.2,32:06.2
411,4203,Chiang Khan,เชียงคาน,31,32:06.2,32:06.2
412,4204,Pak Chom,ปากชม,31,32:06.2,32:06.2
413,4205,Dan Sai,ด่านซ้าย,31,32:06.2,32:06.2
414,4206,Na Haeo,นาแห้ว,31,32:06.2,32:06.2
415,4207,Phu Ruea,ภูเรือ,31,32:06.2,32:06.2
416,4208,Tha Li,ท่าลี่,31,32:06.2,32:06.2
417,4209,Wang Saphung,วังสะพุง,31,32:06.2,32:06.2
418,4210,Phu Kradueng,ภูกระดึง,31,32:06.2,32:06.2
419,4211,Phu Luang,ภูหลวง,31,32:06.2,32:06.2
420,4212,Pha  Khao,ผาขาว,31,32:06.2,32:06.2
421,4213,Erawan,เอราวัณ,31,32:06.2,32:06.2
422,4214,Nong Hin,หนองหิน,31,32:06.2,32:06.2
423,4301,Mueang Nong Khai,เมืองหนองคาย,32,32:06.2,32:06.2
424,4302,Tha Bo,ท่าบ่อ,32,32:06.2,32:06.2
425,4305,Phon Phisai,โพนพิสัย,32,32:06.2,32:06.2
426,4307,Si Chiang Mai,ศรีเชียงใหม่,32,32:06.2,32:06.2
427,4308,Sangkhom,สังคม,32,32:06.2,32:06.2
428,4314,Sakhrai,สระใคร,32,32:06.2,32:06.2
429,4315,Fao Rai,เฝ้าไร่,32,32:06.2,32:06.2
430,4316,Rattanawapi,รัตนวาปี,32,32:06.2,32:06.2
431,4317,Pho Tak,โพธิ์ตาก,32,32:06.2,32:06.2
432,4401,Mueang Maha Sarakham,เมืองมหาสารคาม,33,32:06.2,32:06.2
433,4402,Kae Dam,แกดำ,33,32:06.2,32:06.2
434,4403,Kosum Phisai,โกสุมพิสัย,33,32:06.2,32:06.2
435,4404,Kantharawichai,กันทรวิชัย,33,32:06.2,32:06.2
436,4405,Chiang Yuen,เชียงยืน,33,32:06.2,32:06.2
437,4406,Borabue,บรบือ,33,32:06.2,32:06.2
438,4407,Na Chueak,นาเชือก,33,32:06.2,32:06.2
439,4408,Phayakkhaphum Phisai,พยัคฆภูมิพิสัย,33,32:06.2,32:06.2
440,4409,Wapi Pathum,วาปีปทุม,33,32:06.2,32:06.2
441,4410,Na Dun,นาดูน,33,32:06.2,32:06.2
442,4411,Yang Sisurat,ยางสีสุราช,33,32:06.2,32:06.2
443,4412,Kut Rang,กุดรัง,33,32:06.2,32:06.2
444,4413,Chuen Chom,ชื่นชม,33,32:06.2,32:06.2
445,4501,Mueang Roi Et,เมืองร้อยเอ็ด,34,32:06.2,32:06.2
446,4502,Kaset Wisai,เกษตรวิสัย,34,32:06.2,32:06.2
447,4503,Pathum Rat,ปทุมรัตต์,34,32:06.2,32:06.2
448,4504,Chaturaphak Phiman,จตุรพักตรพิมาน,34,32:06.2,32:06.2
449,4505,Thawat Buri,ธวัชบุรี,34,32:06.2,32:06.2
450,4506,Phanom Phrai,พนมไพร,34,32:06.2,32:06.2
451,4507,Phon Thong,โพนทอง,34,32:06.2,32:06.2
452,4508,Pho Chai,โพธิ์ชัย,34,32:06.2,32:06.2
453,4509,Nong Phok,หนองพอก,34,32:06.2,32:06.2
454,4510,Selaphum,เสลภูมิ,34,32:06.2,32:06.2
455,4511,Suwannaphum,สุวรรณภูมิ,34,32:06.2,32:06.2
456,4512,Mueang Suang,เมืองสรวง,34,32:06.2,32:06.2
457,4513,Phon Sai,โพนทราย,34,32:06.2,32:06.2
458,4514,At Samat,อาจสามารถ,34,32:06.2,32:06.2
459,4515,Moei Wadi,เมยวดี,34,32:06.2,32:06.2
460,4516,Si Somdet,ศรีสมเด็จ,34,32:06.2,32:06.2
461,4517,Changhan,จังหาร,34,32:06.2,32:06.2
462,4518,Chiang Khwan,เชียงขวัญ,34,32:06.2,32:06.2
463,4519,Nong Hi,หนองฮี,34,32:06.2,32:06.2
464,4520,Thung Khao Luang,ทุ่งเขาหลวง,34,32:06.2,32:06.2
465,4601,Mueang Kalasin,เมืองกาฬสินธุ์,35,32:06.2,32:06.2
466,4602,Na Mon,นามน,35,32:06.2,32:06.2
467,4603,Kamalasai,กมลาไสย,35,32:06.2,32:06.2
468,4604,Rong Kham,ร่องคำ,35,32:06.2,32:06.2
469,4605,Kuchinarai,กุฉินารายณ์,35,32:06.2,32:06.2
470,4606,Khao Wong,เขาวง,35,32:06.2,32:06.2
471,4607,Yang Talat,ยางตลาด,35,32:06.2,32:06.2
472,4608,Huai Mek,ห้วยเม็ก,35,32:06.2,32:06.2
473,4609,Sahatsakhan,สหัสขันธ์,35,32:06.2,32:06.2
474,4610,Kham Muang,คำม่วง,35,32:06.2,32:06.2
475,4611,Tha Khantho,ท่าคันโท,35,32:06.2,32:06.2
476,4612,Nong Kung Si,หนองกุงศรี,35,32:06.2,32:06.2
477,4613,Somdet,สมเด็จ,35,32:06.2,32:06.2
478,4614,Huai Phueng,ห้วยผึ้ง,35,32:06.2,32:06.2
479,4615,Sam Chai,สามชัย,35,32:06.2,32:06.2
480,4616,Na Khu,นาคู,35,32:06.2,32:06.2
481,4617,Don Chan,ดอนจาน,35,32:06.2,32:06.2
482,4618,Khong Chai,ฆ้องชัย,35,32:06.2,32:06.2
483,4701,Mueang Sakon Nakhon,เมืองสกลนคร,36,32:06.2,32:06.2
484,4702,Kusuman,กุสุมาลย์,36,32:06.2,32:06.2
485,4703,Kut Bak,กุดบาก,36,32:06.2,32:06.2
486,4704,Phanna Nikhom,พรรณานิคม,36,32:06.2,32:06.2
487,4705,Phanh khon,พังโคน,36,32:06.2,32:06.2
488,4706,Waritchaphum,วาริชภูมิ,36,32:06.2,32:06.2
489,4707,Nikhom Nam un,นิคมน้ำอูน,36,32:06.2,32:06.2
490,4708,Wanon Niwat,วานรนิวาส,36,32:06.2,32:06.2
491,4709,Kham Ta Kla,คำตากล้า,36,32:06.2,32:06.2
492,4710,Ban Muang,บ้านม่วง,36,32:06.2,32:06.2
493,4711,Akat Amnuai,อากาศอำนวย,36,32:06.2,32:06.2
494,4712,Sawang Daen Din,สว่างแดนดิน,36,32:06.2,32:06.2
495,4713,Song Dao,ส่องดาว,36,32:06.2,32:06.2
496,4714,Tao Ngoi,เต่างอย,36,32:06.2,32:06.2
497,4715,Khok Si Suphan,โคกศรีสุพรรณ,36,32:06.2,32:06.2
498,4716,Charoen Sin,เจริญศิลป์,36,32:06.2,32:06.2
499,4717,Phon Na Kaeo,โพนนาแก้ว,36,32:06.2,32:06.2
500,4718,Phu Phan,ภูพาน,36,32:06.2,32:06.2
501,4801,Mueang Nakhon Phanom,เมืองนครพนม,37,32:06.2,32:06.2
502,4802,Pla Pak,ปลาปาก,37,32:06.2,32:06.2
503,4803,Tha Uthen,ท่าอุเทน,37,32:06.2,32:06.2
504,4804,Ban Phaeng,บ้านแพง,37,32:06.2,32:06.2
505,4805,That Phanom,ธาตุพนม,37,32:06.2,32:06.2
506,4806,Renu Nakhon,เรณูนคร,37,32:06.2,32:06.2
507,4807,Na Kae,นาแก,37,32:06.2,32:06.2
508,4808,Si Songkhram,ศรีสงคราม,37,32:06.2,32:06.2
509,4809,Na Wa,นาหว้า,37,32:06.2,32:06.2
510,4810,Phon Sawan,โพนสวรรค์,37,32:06.2,32:06.2
511,4811,Na Thom,นาทม,37,32:06.2,32:06.2
512,4812,Wang Yang,วังยาง,37,32:06.2,32:06.2
513,4901,Mueang Mukdahan,เมืองมุกดาหาร,38,32:06.2,32:06.2
514,4902,Nikhom Kham Soi,นิคมคำสร้อย,38,32:06.2,32:06.2
515,4903,Don Tan,ดอนตาล,38,32:06.2,32:06.2
516,4904,Don Tan,ดงหลวง,38,32:06.2,32:06.2
517,4905,Khamcha-i,คำชะอี,38,32:06.2,32:06.2
518,4906,Wan Yai,ว่านใหญ่,38,32:06.2,32:06.2
519,4907,Nong Sung,หนองสูง,38,32:06.2,32:06.2
520,5001,Mueang Chiang Mai,เมืองเชียงใหม่,39,32:06.2,32:06.2
521,5002,Chom Thong,จอมทอง,39,32:06.2,32:06.2
522,5003,Mae Chaem,แม่แจ่ม,39,32:06.2,32:06.2
523,5004,Chiang Dao,เชียงดาว,39,32:06.2,32:06.2
524,5005,Doi Saket,ดอยสะเก็ด,39,32:06.2,32:06.2
525,5006,Mae Taeng,แม่แตง,39,32:06.2,32:06.2
526,5007,Mae Rim,แม่ริม,39,32:06.2,32:06.2
527,5008,Samoeng,สะเมิง,39,32:06.2,32:06.2
528,5009,Fang,ฝาง,39,32:06.2,32:06.2
529,5010,Mae Ai,แม่อาย,39,32:06.2,32:06.2
530,5011,Phrao,พร้าว,39,32:06.2,32:06.2
531,5012,San Pa Tong,สันป่าตอง,39,32:06.2,32:06.2
532,5013,San Kamphaeng,สันกำแพง,39,32:06.2,32:06.2
533,5014,San Sai,สันทราย,39,32:06.2,32:06.2
534,5015,Hang Dong,หางดง,39,32:06.2,32:06.2
535,5016,Hot,ฮอด,39,32:06.2,32:06.2
536,5017,Doi Tao,ดอยเต่า,39,32:06.2,32:06.2
537,5018,Omkoi,อมก๋อย,39,32:06.2,32:06.2
538,5019,Saraphi,สารภี,39,32:06.2,32:06.2
539,5020,Wiang Haeng,เวียงแหง,39,32:06.2,32:06.2
540,5021,Chai Prakan,ไชยปราการ,39,32:06.2,32:06.2
541,5022,Mae Wang,แม่วาง,39,32:06.2,32:06.2
542,5023,Mae On,แม่ออน,39,32:06.2,32:06.2
543,5024,Doi Lo,ดอยหล่อ,39,32:06.2,32:06.2
544,5025,Kanlayaniwatthana,กัลยาณิวัฒนา,39,32:06.2,32:06.2
545,5101,Mueang Lamphun,เมืองลำพูน,40,32:06.2,32:06.2
546,5102,Mae Tha,แม่ทา,40,32:06.2,32:06.2
547,5103,Ban Hong,บ้านโฮ่ง,40,32:06.2,32:06.2
548,5104,Li,ลี้,40,32:06.2,32:06.2
549,5105,Thung Hua Chang,ทุ่งหัวช้าง,40,32:06.2,32:06.2
550,5106,Pa Sang,ป่าซาง,40,32:06.2,32:06.2
551,5107,Ban Thi,บ้านธิ,40,32:06.2,32:06.2
552,5108,Wiang Nong Long,เวียงหนองล่อง,40,32:06.2,32:06.2
553,5201,Mueang Lampang,เมืองลำปาง,41,32:06.2,32:06.2
554,5202,Mae Mo,แม่เมาะ,41,32:06.2,32:06.2
555,5203,Ko kha,เกาะคา,41,32:06.2,32:06.2
556,5204,Soem Ngam,เสริมงาม,41,32:06.2,32:06.2
557,5205,Ngao,งาว,41,32:06.2,32:06.2
558,5206,Chae Hom,แจ้ห่ม,41,32:06.2,32:06.2
559,5207,Wang Nuea,วังเหนือ,41,32:06.2,32:06.2
560,5208,Thoen,เถิน,41,32:06.2,32:06.2
561,5209,Mae Phrik,แม่พริก,41,32:06.2,32:06.2
562,5210,Mae Tha,แม่ทะ,41,32:06.2,32:06.2
563,5211,Sop Prap,สบปราบ,41,32:06.2,32:06.2
564,5212,Hang Chat,ห้างฉัตร,41,32:06.2,32:06.2
565,5213,Mueang Pan,เมืองปาน,41,32:06.2,32:06.2
566,5301,Mueang Uttaradit,เมืองอุตรดิตถ์,42,32:06.2,32:06.2
567,5302,Tron,ตรอน,42,32:06.2,32:06.2
568,5303,Tha Pla,ท่าปลา,42,32:06.2,32:06.2
569,5304,Nam Pat,น้ำปาด,42,32:06.2,32:06.2
570,5305,Fak Tha,ฟากท่า,42,32:06.2,32:06.2
571,5306,Ban Khok,บ้านโคก,42,32:06.2,32:06.2
572,5307,Phichai,พิชัย,42,32:06.2,32:06.2
573,5308,Laplae,ลับแล,42,32:06.2,32:06.2
574,5309,Thong Saen Khan,ทองแสนขัน,42,32:06.2,32:06.2
575,5401,Mueang Phrae,เมืองแพร่,43,32:06.2,32:06.2
576,5402,Mueang Phrae,ร้องกวาง,43,32:06.2,32:06.2
577,5403,Long,ลอง,43,32:06.2,32:06.2
578,5404,Sung Men,สูงเม่น,43,32:06.2,32:06.2
579,5405,Den Chai,เด่นชัย,43,32:06.2,32:06.2
580,5406,Song,สอง,43,32:06.2,32:06.2
581,5407,Wang Chin,วังชิ้น,43,32:06.2,32:06.2
582,5408,Nong Muang Khai,หนองม่วงไข่,43,32:06.2,32:06.2
583,5501,Mueang Nan,เมืองน่าน,44,32:06.2,32:06.2
584,5502,Mae Charim,แม่จริม,44,32:06.2,32:06.2
585,5503,Ban Luang,บ้านหลวง,44,32:06.2,32:06.2
586,5504,Na Noi,นาน้อย,44,32:06.2,32:06.2
587,5505,Pua,ปัว,44,32:06.2,32:06.2
588,5506,Tha Wang Pha,ท่าวังผา,44,32:06.2,32:06.2
589,5507,Wiang Sa,เวียงสา,44,32:06.2,32:06.2
590,5508,Thung Chang,ทุ่งช้าง,44,32:06.2,32:06.2
591,5509,Chiang Klang,เชียงกลาง,44,32:06.2,32:06.2
592,5510,Na Muen,นาหมื่น,44,32:06.2,32:06.2
593,5511,Santi Suk,สันติสุข,44,32:06.2,32:06.2
594,5512,Bo Kluea,บ่อเกลือ,44,32:06.2,32:06.2
595,5513,Song Khwae,สองแคว,44,32:06.2,32:06.2
596,5514,Phu Phiang,ภูเพียง,44,32:06.2,32:06.2
597,5515,Chaloem Phra Kiet,เฉลิมพระเกียรติ,44,32:06.2,32:06.2
598,5601,Mueang Phayao,เมืองพะเยา,45,32:06.2,32:06.2
599,5602,Mueang Phayao,จุน,45,32:06.2,32:06.2
600,5603,Mueang Phayao,เชียงคำ,45,32:06.2,32:06.2
601,5604,Mueang Phayao,เชียงม่วน,45,32:06.2,32:06.2
602,5605,Mueang Phayao,ดอกคำใต้,45,32:06.2,32:06.2
603,5606,Mueang Phayao,ปง,45,32:06.2,32:06.2
604,5607,Mueang Phayao,แม่ใจ,45,32:06.2,32:06.2
605,5608,Mueang Phayao,ภูซาง,45,32:06.2,32:06.2
606,5609,Mueang Phayao,ภูกามยาว,45,32:06.2,32:06.2
607,5701,Mueang Chiang Rai,เมืองเชียงราย,46,32:06.2,32:06.2
608,5702,Wiang Chai,เวียงชัย,46,32:06.2,32:06.2
609,5703,Chiang Khong,เชียงของ,46,32:06.2,32:06.2
610,5704,Thoeng,เทิง,46,32:06.2,32:06.2
611,5705,Phan,พาน,46,32:06.2,32:06.2
612,5706,Pa Daet,ป่าแดด,46,32:06.2,32:06.2
613,5707,Mae Chan,แม่จัน,46,32:06.2,32:06.2
614,5708,Chiang Saen,เชียงแสน,46,32:06.2,32:06.2
615,5709,Mae Sai,แม่สาย,46,32:06.2,32:06.2
616,5710,Mae Suai,แม่สรวย,46,32:06.2,32:06.2
617,5711,Wiang Pa Pao,เวียงป่าเป้า,46,32:06.2,32:06.2
618,5712,Phaya Mengrai,พญาเม็งราย,46,32:06.2,32:06.2
619,5713,Wiang Kaen,เวียงแก่น,46,32:06.2,32:06.2
620,5714,Khun Tan,ขุนตาล,46,32:06.2,32:06.2
621,5715,Mae Fa Luang,แม่ฟ้าหลวง,46,32:06.2,32:06.2
622,5716,Mae Lao,แม่ลาว,46,32:06.2,32:06.2
623,5717,Wiang Chiang Rung,เวียงเชียงรุ้ง,46,32:06.2,32:06.2
624,5718,Doi Luang,ดอยหลวง,46,32:06.2,32:06.2
625,5801,Mueang Mae Hong Son,เมืองแม่ฮ่องสอน,47,32:06.2,32:06.2
626,5802,Khun Yuam,ขุนยวม,47,32:06.2,32:06.2
627,5803,Pai,ปาย,47,32:06.2,32:06.2
628,5804,Mae Sariang,แม่สะเรียง,47,32:06.2,32:06.2
629,5805,Mae La Noi,แม่ลาน้อย,47,32:06.2,32:06.2
630,5806,Sop Moei,สบเมย,47,32:06.2,32:06.2
631,5807,Pang Mapha,ปางมะผ้า,47,32:06.2,32:06.2
632,6001,Mueang Nakhon Sawan,เมืองนครสวรรค์,48,32:06.2,32:06.2
633,6002,Krok Phra,โกรกพระ,48,32:06.2,32:06.2
634,6003,Chum Saeng,ชุมแสง,48,32:06.2,32:06.2
635,6004,Nong Bua,หนองบัว,48,32:06.2,32:06.2
636,6005,Banphot Phisai,บรรพตพิสัย,48,32:06.2,32:06.2
637,6006,Kao Liao,เก้าเลี้ยว,48,32:06.2,32:06.2
638,6007,Takhli,ตาคลี,48,32:06.2,32:06.2
639,6008,Tha Tako,ท่าตะโก,48,32:06.2,32:06.2
640,6009,Phaisali,ไพศาลี,48,32:06.2,32:06.2
641,6010,Phayuha Hkiri,พยุหะคีรี,48,32:06.2,32:06.2
642,6011,Lat Yao,ลาดยาว,48,32:06.2,32:06.2
643,6012,Tak Fa,ตากฟ้า,48,32:06.2,32:06.2
644,6013,Mae Wong,แม่วงก์,48,32:06.2,32:06.2
645,6014,Mae Pern,แม่เปิน,48,32:06.2,32:06.2
646,6015,Chum Ta Bong,ชุมตาบง,48,32:06.2,32:06.2
647,6101,Mueang Uthai Thani,เมืองอุทัยธานี,49,32:06.2,32:06.2
648,6102,Thap Than,ทัพทัน,49,32:06.2,32:06.2
649,6103,Sawang Arom,สว่างอารมณ์,49,32:06.2,32:06.2
650,6104,Nong Chang,หนองฉาง,49,32:06.2,32:06.2
651,6105,Nong Khayang,หนองขาหย่าง,49,32:06.2,32:06.2
652,6106,Ban Rai,บ้านไร่,49,32:06.2,32:06.2
653,6107,Lan Sak,ลานสัก,49,32:06.2,32:06.2
654,6108,Huai Khot,ห้วยคต,49,32:06.2,32:06.2
655,6201,Mueang Kamphaeng Phet,เมืองกำแพงเพชร,50,32:06.2,32:06.2
656,6202,Sai Ngam,ไทรงาม,50,32:06.2,32:06.2
657,6203,Khlong Lan,คลองลาน,50,32:06.2,32:06.2
658,6204,Khanu Woralaksaburi,ขาณุวรลักษบุรี,50,32:06.2,32:06.2
659,6205,Khlong Khlung,คลองขลุง,50,32:06.2,32:06.2
660,6206,Phran Kratai,พรานกระต่าย,50,32:06.2,32:06.2
661,6207,Lan Krabue,ลานกระบือ,50,32:06.2,32:06.2
662,6208,Sai Thong Watthana,ทรายทองวัฒนา,50,32:06.2,32:06.2
663,6209,Pang Sila Thong,ปางศิลาทอง,50,32:06.2,32:06.2
664,6210,Bueng Samakkhi,บึงสามัคคี,50,32:06.2,32:06.2
665,6211,Kosamphi Nakhon,โกสัมพีนคร,50,32:06.2,32:06.2
666,6301,Mueang Tak,เมืองตาก,51,32:06.2,32:06.2
667,6302,Ban Tak,บ้านตาก,51,32:06.2,32:06.2
668,6303,Sam Ngao,สามเงา,51,32:06.2,32:06.2
669,6304,Mae Ramat,แม่ระมาด,51,32:06.2,32:06.2
670,6305,Tha Song Yang,ท่าสองยาง,51,32:06.2,32:06.2
671,6306,Mae Sot,แม่สอด,51,32:06.2,32:06.2
672,6307,Phop Phra,พบพระ,51,32:06.2,32:06.2
673,6308,Um Phang,อุ้มผาง,51,32:06.2,32:06.2
674,6309,Wang Chao,วังเจ้า,51,32:06.2,32:06.2
675,6401,Mueang Sukhothai,เมืองสุโขทัย,52,32:06.2,32:06.2
676,6402,Ban Dan Lan Hoi,บ้านด่านลานหอย,52,32:06.2,32:06.2
677,6403,Khiri Mat,คีรีมาศ,52,32:06.2,32:06.2
678,6404,Kong Krailat,กงไกรลาศ,52,32:06.2,32:06.2
679,6405,Si Satchanalai,ศรีสัชนาลัย,52,32:06.2,32:06.2
680,6406,Si Samrong,ศรีสำโรง,52,32:06.2,32:06.2
681,6407,Sawankhalok,สวรรคโลก,52,32:06.2,32:06.2
682,6408,Si Nakhon,ศรีนคร,52,32:06.2,32:06.2
683,6409,Thung Saliam,ทุ่งเสลี่ยม,52,32:06.2,32:06.2
684,6501,Mueang Phitsanulok,เมืองพิษณุโลก,53,32:06.2,32:06.2
685,6502,Nakhon Thai,นครไทย,53,32:06.2,32:06.2
686,6503,Chat Trakan,ชาติตระการ,53,32:06.2,32:06.2
687,6504,Bang Rakam,บางระกำ,53,32:06.2,32:06.2
688,6505,Bang Krathum,บางกระทุ่ม,53,32:06.2,32:06.2
689,6506,Phrom Phiram,พรหมพิราม,53,32:06.2,32:06.2
690,6507,Wat Bot,วัดโบสถ์,53,32:06.2,32:06.2
691,6508,Wang Thong,วังทอง,53,32:06.2,32:06.2
692,6509,Noen Maprang,เนินมะปราง,53,32:06.2,32:06.2
693,6601,Mueang Phichit,เมืองพิจิตร,54,32:06.2,32:06.2
694,6602,Wang Sai Phun,วังทรายพูน,54,32:06.2,32:06.2
695,6603,Pho Prathap Chang,โพธิ์ประทับช้าง,54,32:06.2,32:06.2
696,6604,Taphan Hin,ตะพานหิน,54,32:06.2,32:06.2
697,6605,Bang Mun Nak,บางมูลนาก,54,32:06.2,32:06.2
698,6606,Pho Thale,โพทะเล,54,32:06.2,32:06.2
699,6607,Sam Ngam,สามง่าม,54,32:06.2,32:06.2
700,6608,Tap Khlo,ทับคล้อ,54,32:06.2,32:06.2
701,6609,Sak Lek,สากเหล็ก,54,32:06.2,32:06.2
702,6610,Bueng Na Rang,บึงนาราง,54,32:06.2,32:06.2
703,6611,Dong Charoen,ดงเจริญ,54,32:06.2,32:06.2
704,6612,Wachirabarami,วชิรบารมี,54,32:06.2,32:06.2
705,6701,Mueang Phetchabun,เมืองเพชรบูรณ์,55,32:06.2,32:06.2
706,6702,Chon Daen,ชนแดน,55,32:06.2,32:06.2
707,6703,Lom Sak,หล่มสัก,55,32:06.2,32:06.2
708,6704,Lom Kao,หล่มเก่า,55,32:06.2,32:06.2
709,6705,Wichian Buri,วิเชียรบุรี,55,32:06.2,32:06.2
710,6706,Si Thep,ศรีเทพ,55,32:06.2,32:06.2
711,6707,Nong Phai,หนองไผ่,55,32:06.2,32:06.2
712,6708,Bueng Sam Phan,บึงสามพัน,55,32:06.2,32:06.2
713,6709,Nam Nao,น้ำหนาว,55,32:06.2,32:06.2
714,6710,Wang Pong,วังโป่ง,55,32:06.2,32:06.2
715,6711,Khao kho,เขาค้อ,55,32:06.2,32:06.2
716,7001,Mueang Ratchaburi,เมืองราชบุรี,56,32:06.2,32:06.2
717,7002,Chom Bueng,จอมบึง,56,32:06.2,32:06.2
718,7003,Suan Phueng,สวนผึ้ง,56,32:06.2,32:06.2
719,7004,Damnoen Saduak,ดำเนินสะดวก,56,32:06.2,32:06.2
720,7005,Ban Pong,บ้านโป่ง,56,32:06.2,32:06.2
721,7006,Bang Phae,บางแพ,56,32:06.2,32:06.2
722,7007,Photharam,โพธาราม,56,32:06.2,32:06.2
723,7008,Pak Tho,ปากท่อ,56,32:06.2,32:06.2
724,7009,Wat Phleng,วัดเพลง,56,32:06.2,32:06.2
725,7010,Ban Kha,บ้านคา,56,32:06.2,32:06.2
726,7101,Mueang Kanchanaburi,เมืองกาญจนบุรี,57,32:06.2,32:06.2
727,7102,Sai Yok,ไทรโยค,57,32:06.2,32:06.2
728,7103,Bo Phloi,บ่อพลอย,57,32:06.2,32:06.2
729,7104,Si Sawat,ศรีสวัสดิ์,57,32:06.2,32:06.2
730,7105,Tha Maka,ท่ามะกา,57,32:06.2,32:06.2
731,7106,Tha Muang,ท่าม่วง,57,32:06.2,32:06.2
732,7107,Thong Pha Phum,ทองผาภูมิ,57,32:06.2,32:06.2
733,7108,Sangkhla Buri,สังขละบุรี,57,32:06.2,32:06.2
734,7109,Phanom Thuan,พนมทวน,57,32:06.2,32:06.2
735,7110,Lao Khwan,เลาขวัญ,57,32:06.2,32:06.2
736,7111,Dan Makham Tia,ด่านมะขามเตี้ย,57,32:06.2,32:06.2
737,7112,Nong Prue,หนองปรือ,57,32:06.2,32:06.2
738,7113,Huai Krachao,ห้วยกระเจา,57,32:06.2,32:06.2
739,7201,Mueang Saphan Buri,เมืองสุพรรณบุรี,58,32:06.2,32:06.2
740,7202,Doem Bang Nang Buat,เดิมบางนางบวช,58,32:06.2,32:06.2
741,7203,Dan Chang,ด่านช้าง,58,32:06.2,32:06.2
742,7204,Bang Pla Ma,บางปลาม้า,58,32:06.2,32:06.2
743,7205,Si Prachan,ศรีประจันต์,58,32:06.2,32:06.2
744,7206,Don Chedi,ดอนเจดีย์,58,32:06.2,32:06.2
745,7207,Song Phi Nong,สองพี่น้อง,58,32:06.2,32:06.2
746,7208,Sam Chuk,สามชุก,58,32:06.2,32:06.2
747,7209,U Thong,อู่ทอง,58,32:06.2,32:06.2
748,7210,Nong Ya Sai,หนองหญ้าไซ,58,32:06.2,32:06.2
749,7301,mueang Nakhon Pathom,เมืองนครปฐม,59,32:06.2,32:06.2
750,7302,Kamphaeng Saen,กำแพงแสน,59,32:06.2,32:06.2
751,7303,Nakhon Chai Si,นครชัยศรี,59,32:06.2,32:06.2
752,7304,Don Tum,ดอนตูม,59,32:06.2,32:06.2
753,7305,Bang Len,บางเลน,59,32:06.2,32:06.2
754,7306,Sam Phran,สามพราน,59,32:06.2,32:06.2
755,7307,Phutthamonthon,พุทธมณฑล,59,32:06.2,32:06.2
756,7401,Mueang Samut Sakhon,เมืองสมุทรสาคร,60,32:06.2,32:06.2
757,7402,Krathum Baen,กระทุ่มแบน,60,32:06.2,32:06.2
758,7403,Ban Phaeo,บ้านแพ้ว,60,32:06.2,32:06.2
759,7501,Mueang Samut Songkhram,เมืองสมุทรสงคราม,61,32:06.2,32:06.2
760,7502,Bang Khonthi,บางคนที,61,32:06.2,32:06.2
761,7503,Amphawa,อัมพวา,61,32:06.2,32:06.2
762,7601,Mueang Phetchaburi,เมืองเพชรบุรี,62,32:06.2,32:06.2
763,7602,Khao Yoi,เขาย้อย,62,32:06.2,32:06.2
764,7603,Nong Ya Plong,หนองหญ้าปล้อง,62,32:06.2,32:06.2
765,7604,Cha-am,ชะอำ,62,32:06.2,32:06.2
766,7605,Tha Yang,ท่ายาง,62,32:06.2,32:06.2
