id,code,name,name_th,post_code,district_id,created_at,updated_at
1,100101,Phra Borom Maha Ratchawang,พระบรมมหาราชวัง,10200,1,43:28.5,43:28.5
2,100102,Wang Burapha Phirom,วังบูรพาภิรมย์,10200,1,43:28.5,43:28.5
3,100103,Wat Ratchabophit,วัดราชบพิธ,10200,1,43:28.5,43:28.5
4,100104,Samran Rat,สำราญราษฎร์,10200,1,43:28.5,43:28.5
5,100105,San Chaopho Suea,ศาลเจ้าพ่อเสือ,10200,1,43:28.5,43:28.5
6,100106,Sao Chingcha,เสาชิงช้า,10200,1,43:28.5,43:28.5
7,100107,Bowon Niwet,บวรนิเวศ,10200,1,43:28.5,43:28.5
8,100108,Talat Yot,ตลาดยอด,10200,1,43:28.5,43:28.5
9,100109,Chana Songkhram,ชนะสงคราม,10200,1,43:28.5,43:28.5
10,100110,Ban Phan Thom,บ้านพานถม,10200,1,43:28.5,43:28.5
11,100111,Bang Khun Phrom,บางขุนพรหม,10200,1,43:28.5,43:28.5
12,100112,Wat Sam Phraya,วัดสามพระยา,10200,1,43:28.5,43:28.5
13,100201,Dusit,ดุสิต,10300,2,43:28.5,43:28.5
14,100202,Wachira Phayaban,วชิรพยาบาล,10300,2,43:28.5,43:28.5
15,100203,Suan Chit Lada,สวนจิตรลดา,10300,2,43:28.5,43:28.5
16,100204,Si Yaek Maha Nak,สี่แยกมหานาค,10300,2,43:28.5,43:28.5
17,100206,,ถนนนครไชยศรี,10300,2,43:28.5,43:28.5
18,100301,,กระทุ่มราย,10530,3,43:28.5,43:28.5
19,100302,,หนองจอก,10530,3,43:28.5,43:28.5
20,100303,,คลองสิบ,10530,3,43:28.5,43:28.5
21,100304,,คลองสิบสอง,10530,3,43:28.5,43:28.5
22,100305,,โคกแฝด,10530,3,43:28.5,43:28.5
23,100306,,คู้ฝั่งเหนือ,10530,3,43:28.5,43:28.5
24,100307,,ลำผักชี,10530,3,43:28.5,43:28.5
25,100308,,ลำต้อยติ่ง,10530,3,43:28.5,43:28.5
26,100401,,มหาพฤฒาราม,10500,4,43:28.5,43:28.5
27,100402,,สีลม,10500,4,43:28.5,43:28.5
28,100403,,สุริยวงศ์,10500,4,43:28.5,43:28.5
29,100404,,บางรัก,10500,4,43:28.5,43:28.5
30,100405,,สี่พระยา,10500,4,43:28.5,43:28.5
31,100502,,อนุสาวรีย์,10220,5,43:28.5,43:28.5
32,100508,,ท่าแร้ง,10220,5,43:28.5,43:28.5
33,100601,,คลองจั่น,10240,6,43:28.5,43:28.5
34,100608,,หัวหมาก,10240,6,43:28.5,43:28.5
35,100701,,รองเมือง,10330,7,43:28.5,43:28.5
36,100702,,วังใหม่,10330,7,43:28.5,43:28.5
37,100703,,ปทุมวัน,10330,7,43:28.5,43:28.5
38,100704,,ลุมพินี,10330,7,43:28.5,43:28.5
39,100801,,ป้อมปราบ,10100,8,43:28.5,43:28.5
40,100802,,วัดเทพศิรินทร์,10100,8,43:28.5,43:28.5
41,100803,,คลองมหานาค,10100,8,43:28.5,43:28.5
42,100804,,บ้านบาตร,10100,8,43:28.5,43:28.5
43,100805,,วัดโสมนัส,10100,8,43:28.5,43:28.5
44,100905,,บางจาก,10260,9,43:28.5,43:28.5
45,101001,,มีนบุรี,10510,10,43:28.5,43:28.5
46,101002,,แสนแสบ,10510,10,43:28.5,43:28.5
47,101101,,ลาดกระบัง,10520,11,43:28.5,43:28.5
48,101102,,คลองสองต้นนุ่น,10520,11,43:28.5,43:28.5
49,101103,,คลองสามประเวศ,10520,11,43:28.5,43:28.5
50,101104,,ลำปลาทิว,10520,11,43:28.5,43:28.5
51,101105,,ทับยาว,10520,11,43:28.5,43:28.5
52,101106,,ขุมทอง,10520,11,43:28.5,43:28.5
53,101203,,ช่องนนทรี,10120,12,43:28.5,43:28.5
54,101204,,บางโพงพาง,10120,12,43:28.5,43:28.5
55,101301,,จักรวรรดิ,10100,13,43:28.5,43:28.5
56,101302,,สัมพันธวงศ์,10100,13,43:28.5,43:28.5
57,101303,,ตลาดน้อย,10100,13,43:28.5,43:28.5
58,101401,,สามเสนใน,10400,14,43:28.5,43:28.5
59,101501,,วัดกัลยาณ์,10600,15,43:28.5,43:28.5
60,101502,,หิรัญรูจี,10600,15,43:28.5,43:28.5
61,101503,,บางยี่เรือ,10600,15,43:28.5,43:28.5
62,101504,,บุคคโล,10600,15,43:28.5,43:28.5
63,101505,,ตลาดพลู,10600,15,43:28.5,43:28.5
64,101601,,วัดอรุณ,10600,16,43:28.5,43:28.5
65,101602,,วัดท่าพระ,10600,16,43:28.5,43:28.5
66,101701,"
Huai Khwang",ห้วยขวาง,10310,17,43:28.5,43:28.5
67,101702,Bangkapi,บางกะปิ,10310,17,43:28.5,43:28.5
68,101704,"
Samsen Nok",สามเสนนอก,10310,17,43:28.5,43:28.5
69,101801,,สมเด็จเจ้าพระยา,10600,18,43:28.5,43:28.5
70,101802,,คลองสาน,10600,18,43:28.5,43:28.5
71,101803,,บางลำภูล่าง,10600,18,43:28.5,43:28.5
72,101804,,คลองต้นไทร,10600,18,43:28.5,43:28.5
73,101901,,คลองชักพระ,10170,19,43:28.5,43:28.5
74,101902,,ตลิ่งชัน,10170,19,43:28.5,43:28.5
75,101903,,ฉิมพลี,10170,19,43:28.5,43:28.5
76,101904,,บางพรม,10170,19,43:28.5,43:28.5
77,101905,,บางระมาด,10170,19,43:28.5,43:28.5
78,101907,,บางเชือกหนัง,10170,19,43:28.5,43:28.5
79,102004,,ศิริราช,10700,20,43:28.5,43:28.5
80,102005,,บ้านช่างหล่อ,10700,20,43:28.5,43:28.5
81,102006,,บางขุนนนท์,10700,20,43:28.5,43:28.5
82,102007,,บางขุนศรี,10700,20,43:28.5,43:28.5
83,102009,,อรุณอมรินทร์,10700,20,43:28.5,43:28.5
84,102105,,ท่าข้าม,10150,21,43:28.5,43:28.5
85,102107,,แสมดำ,10150,21,43:28.5,43:28.5
86,102201,,บางหว้า,10160,22,43:28.5,43:28.5
87,102202,,บางด้วน,10160,22,43:28.5,43:28.5
88,102206,,บางจาก,10160,22,43:28.5,43:28.5
89,102207,,บางแวก,10160,22,43:28.5,43:28.5
90,102208,,คลองขวาง,10160,22,43:28.5,43:28.5
91,102209,,ปากคลองภาษีเจริญ,10160,22,43:28.5,43:28.5
92,102210,,คูหาสวรรค์,10160,22,43:28.5,43:28.5
93,102302,,หนองแขม,10160,23,43:28.5,43:28.5
94,102303,,หนองค้างพลู,10160,23,43:28.5,43:28.5
95,102401,,ราษฎร์บูรณะ,10140,24,43:28.5,43:28.5
96,102402,,บางปะกอก,10140,24,43:28.5,43:28.5
97,102501,,บางพลัด,10700,25,43:28.5,43:28.5
98,102502,,บางอ้อ,10700,25,43:28.5,43:28.5
99,102503,,บางบำหรุ,10700,25,43:28.5,43:28.5
100,102504,,บางยี่ขัน,10700,25,43:28.5,43:28.5
101,102601,,ดินแดง,10400,26,43:28.5,43:28.5
102,102701,,คลองกุ่ม,10240,27,43:28.5,43:28.5
103,102801,,ทุ่งวัดดอน,10120,28,43:28.5,43:28.5
104,102802,,ยานนาวา,10120,28,43:28.5,43:28.5
105,102803,,ทุ่งมหาเมฆ,10120,28,43:28.5,43:28.5
106,102901,,บางซื่อ,10800,29,43:28.5,43:28.5
107,103001,,ลาดยาว,10900,30,43:28.5,43:28.5
108,103101,,บางคอแหลม,10120,31,43:28.5,43:28.5
109,103102,,วัดพระยาไกร,10120,31,43:28.5,43:28.5
110,103103,,บางโคล่,10120,31,43:28.5,43:28.5
111,103201,,ประเวศ,10250,32,43:28.5,43:28.5
112,103202,,หนองบอน,10250,32,43:28.5,43:28.5
113,103203,,ดอกไม้,10250,32,43:28.5,43:28.5
114,103301,,คลองเตย,10110,33,43:28.5,43:28.5
115,103302,,คลองตัน,10110,33,43:28.5,43:28.5
116,103303,,พระโขนง,10110,33,43:28.5,43:28.5
117,103401,,สวนหลวง,10250,34,43:28.5,43:28.5
118,103501,,บางขุนเทียน,10150,35,43:28.5,43:28.5
119,103502,,บางค้อ,10150,35,43:28.5,43:28.5
120,103503,,บางมด,10150,35,43:28.5,43:28.5
121,103504,,จอมทอง,10150,35,43:28.5,43:28.5
122,103602,,สีกัน,10210,36,43:28.5,43:28.5
123,103701,,ทุ่งพญาไท,10400,37,43:28.5,43:28.5
124,103702,,ถนนพญาไท,10400,37,43:28.5,43:28.5
125,103703,,ถนนเพชรบุรี,10400,37,43:28.5,43:28.5
126,103704,,มักกะสัน,10400,37,43:28.5,43:28.5
127,103801,,ลาดพร้าว,10230,38,43:28.5,43:28.5
128,103802,,จรเข้บัว,10230,38,43:28.5,43:28.5
129,103901,,คลองเตยเหนือ,10110,39,43:28.5,43:28.5
130,103902,,คลองตันเหนือ,10110,39,43:28.5,43:28.5
131,103903,,พระโขนงเหนือ,10110,39,43:28.5,43:28.5
132,104001,,บางแค,10160,40,43:28.5,43:28.5
133,104002,,บางแคเหนือ,10160,40,43:28.5,43:28.5
134,104003,,บางไผ่,10160,40,43:28.5,43:28.5
135,104004,,หลักสอง,10160,40,43:28.5,43:28.5
136,104101,,ทุ่งสองห้อง,10210,41,43:28.5,43:28.5
137,104102,,ตลาดบางเขน,10210,41,43:28.5,43:28.5
138,104201,,สายไหม,10220,42,43:28.5,43:28.5
139,104202,,ออเงิน,10220,42,43:28.5,43:28.5
140,104203,,คลองถนน,10220,42,43:28.5,43:28.5
141,104301,,คันนายาว,10230,43,43:28.5,43:28.5
142,104401,,สะพานสูง,10240,44,43:28.5,43:28.5
143,104501,,วังทองหลาง,10310,45,43:28.5,43:28.5
144,104601,,สามวาตะวันตก,10510,46,43:28.5,43:28.5
145,104602,,สามวาตะวันออก,10510,46,43:28.5,43:28.5
146,104603,,บางชัน,10510,46,43:28.5,43:28.5
147,104604,,ทรายกองดิน,10510,46,43:28.5,43:28.5
148,104605,,ทรายกองดินใต้,10510,46,43:28.5,43:28.5
149,104701,,บางนา,10260,47,43:28.5,43:28.5
150,104801,,ทวีวัฒนา,10170,48,43:28.5,43:28.5
151,104802,,ศาลาธรรมสพน์,10170,48,43:28.5,43:28.5
152,104901,,บางมด,10140,49,43:28.5,43:28.5
153,104902,,ทุ่งครุ,10140,49,43:28.5,43:28.5
154,105001,,บางบอน,10150,50,43:28.5,43:28.5
155,110101,,เทศบาลนครสมุทรปราการ,10270,51,43:28.5,43:28.5
156,110102,,สำโรงเหนือ,10270,51,43:28.5,43:28.5
157,110103,,บางเมือง,10270,51,43:28.5,43:28.5
158,110104,,ท้ายบ้าน,10280,51,43:28.5,43:28.5
159,110105,,ท้ายบ้านใหม่,10280,51,43:28.5,43:28.5
160,110108,,บางปูใหม่,10280,51,43:28.5,43:28.5
161,110110,,แพรกษา,10280,51,43:28.5,43:28.5
162,110111,,บางโปรง,10270,51,43:28.5,43:28.5
163,110112,Bang Pu,เทศบาลบางปู,10270,51,43:28.5,43:28.5
164,110113,,บางด้วน,10270,51,43:28.5,43:28.5
165,110114,Bang Mueang Mai,เทศบาลบางเมือง,10270,51,43:28.5,43:28.5
166,110115,,เทพารักษ์,10270,51,43:28.5,43:28.5
167,110117,,แพรกษาใหม่,10280,51,43:28.5,43:28.5
168,110201,,บางบ่อ,10560,52,43:28.5,43:28.5
169,110202,,บ้านระกาศ,10560,52,43:28.5,43:28.5
170,110203,,บางพลีน้อย,10560,52,43:28.5,43:28.5
171,110204,,บางเพรียง,10560,52,43:28.5,43:28.5
172,110205,,คลองด่าน,10550,52,43:28.5,43:28.5
173,110206,,คลองสวน,10560,52,43:28.5,43:28.5
174,110207,,เปร็ง,10560,52,43:28.5,43:28.5
175,110208,,คลองนิยมยาตรา,10560,52,43:28.5,43:28.5
176,110301,,บางพลีใหญ่,10540,53,43:28.5,43:28.5
177,110302,,บางแก้ว,10540,53,43:28.5,43:28.5
178,110303,,บางปลา,10540,53,43:28.5,43:28.5
179,110304,,บางโฉลง,10540,53,43:28.5,43:28.5
180,110308,,ราชาเทวะ,10540,53,43:28.5,43:28.5
181,110309,,หนองปรือ,10540,53,43:28.5,43:28.5
182,110401,Talat,เทศบาลเมืองพระประแดง,10130,54,43:28.5,43:28.5
183,110402,Bang Phueng,ตลาด,10130,54,43:28.5,43:28.5
184,110403,Bang Chak,บางจาก,10130,54,43:28.5,43:28.5
185,110404,Bang Khru,บางครุ,10130,54,43:28.5,43:28.5
186,110405,Bang Ya Phraek,บางหญ้าแพรก,10130,54,43:28.5,43:28.5
187,110406,Bang Hua Suea,บางหัวเสือ,10130,54,43:28.5,43:28.5
188,110407,Samrong Tai,เทศบาลสำโรงใต้,10130,54,43:28.5,43:28.5
189,110408,Bang Yo,บางยอ,10130,54,43:28.5,43:28.5
190,110409,Bang Kachao,บางกะเจ้า,10130,54,43:28.5,43:28.5
191,110410,Bang Nam Phueng,บางน้ำผึ้ง,10130,54,43:28.5,43:28.5
192,110411,Bang Krasop,บางกระสอบ,10130,54,43:28.5,43:28.5
193,110412,Bang Ko Bua,บางกอบัว,10130,54,43:28.5,43:28.5
194,110413,Song Khanong,ทรงคนอง,10130,54,43:28.5,43:28.5
195,110414,Samrong,สำโรง,10130,54,43:28.5,43:28.5
196,110415,Samrong Klang,สำโรงกลาง,10130,54,43:28.5,43:28.5
197,110501,Na Kluea,นาเกลือ,10290,55,43:28.5,43:28.5
198,110502,Ban Khlong Suan,บ้านคลองสวน,10290,55,43:28.5,43:28.5
199,110503,Laem Fa Pha,แหลมฟ้าผ่า,10290,55,43:28.5,43:28.5
200,110504,Pak Khlong Bang Pla Kot,ปากคลองบางปลากด,10290,55,43:28.5,43:28.5
201,110505,Nai Khlong Bang Pla Kot,ในคลองบางปลากด,10290,55,43:28.5,43:28.5
202,110601,Bang Sao Thong,บางเสาธง,10540,56,43:28.5,43:28.5
203,110602,Sisa Chorakhe Noi,ศรีษะจรเข้น้อย,10540,56,43:28.5,43:28.5
204,110603,Sisa Chorakhe Yai,ศรีษะจรเข้ใหญ่,10540,56,43:28.5,43:28.5
205,120101,Suan Yai,สวนใหญ่,11000,57,43:28.5,43:28.5
206,120102,Talat Khwan,ตลาดขวัญ,11000,57,43:28.5,43:28.5
207,120103,Bang Khen,บางเขน,11000,57,43:28.5,43:28.5
208,120104,Bang Kraso,บางกระสอ,11000,57,43:28.5,43:28.5
209,120105,Tha Sai,ท่าทราย,11000,57,43:28.5,43:28.5
210,120106,Bang Phai,บางไผ่,11000,57,43:28.5,43:28.5
211,120107,Bang Si Mueang,บางศรีเมือง,11000,57,43:28.5,43:28.5
212,120108,Bang Krang,บางกร่าง,11000,57,43:28.5,43:28.5
213,120109,Sai Ma,ไทรม้า,11000,57,43:28.5,43:28.5
214,120110,Bang Rak Noi,บางรักน้อย,11000,57,43:28.5,43:28.5
215,120201,Wat Chalo,วัดชลอ,11130,58,43:28.5,43:28.5
216,120202,Bang Kruai,บางกรวย,11130,58,43:28.5,43:28.5
217,120203,Bang Si Thong,บางสีทอง,11130,58,43:28.5,43:28.5
218,120204,Bang Khanun,บางขนุน,11130,58,43:28.5,43:28.5
219,120205,Bang Khun Kong,บางขุนกอง,11130,58,43:28.5,43:28.5
220,120206,Bang Khu Wiang,บางคูเวียง,11130,58,43:28.5,43:28.5
221,120207,Mahasawat,มหาสวัสดิ์,11130,58,43:28.5,43:28.5
222,120208,Plai Bang,ปลายบาง,11130,58,43:28.5,43:28.5
223,120209,Sala Klang,ศาลากลาง,11130,58,43:28.5,43:28.5
224,120301,Bang Muang,บางม่วง,11140,59,43:28.5,43:28.5
225,120302,Bang Mae Nang,บางแม่นาง,11140,59,43:28.5,43:28.5
226,120303,Bang Len,บางเลน,11140,59,43:28.5,43:28.5
227,120304,Sao Thong Hin,เสาธงหิน,11140,59,43:28.5,43:28.5
228,120305,Bang Yai,บางใหญ่,11140,59,43:28.5,43:28.5
229,120306,Ban Mai,บ้านใหม่,11140,59,43:28.5,43:28.5
230,120401,Sano Loi,โสนลอย,11110,60,43:28.5,43:28.5
231,120402,Bang Bua Thong,บางบัวทอง,11110,60,43:28.5,43:28.5
232,120403,Bang Rak Yai,บางรักใหญ่,11110,60,43:28.5,43:28.5
233,120404,Bang Khu Rat,บางคูรัด,11110,60,43:28.5,43:28.5
234,120405,Lahan,ละหาร,11110,60,43:28.5,43:28.5
235,120406,Lam Pho,ลำโพ,11110,60,43:28.5,43:28.5
236,120407,Phimonrat,พิมลราช,11110,60,43:28.5,43:28.5
237,120408,Bang Rak Phatthana,บางรักพัฒนา,11110,60,43:28.5,43:28.5
238,120501,Sai Noi,ไทรน้อย,11150,61,43:28.5,43:28.5
239,120502,Rat Niyom,ราษฎร์นิยม,11150,61,43:28.5,43:28.5
240,120503,Nong Phrao Ngai,หนองเพรางาย,11150,61,43:28.5,43:28.5
241,120504,Sai Yai,ไทรใหญ่,11150,61,43:28.5,43:28.5
242,120505,Khun Si,ขุนศรี,11150,61,43:28.5,43:28.5
243,120506,Khlong Khwang,คลองขวาง,11150,61,43:28.5,43:28.5
244,120507,Thawi Watthana,ทวีวัฒนา,11150,61,43:28.5,43:28.5
245,120601,Pak Kret,ปากเกร็ด,11120,62,43:28.5,43:28.5
246,120602,Bang Talat,บางตลาด,11120,62,43:28.5,43:28.5
247,120603,Ban Mai,บ้านใหม่,11120,62,43:28.5,43:28.5
248,120604,Bang Phut,บางพูด,11120,62,43:28.5,43:28.5
249,120605,Bang Tanai,บางตะไนย์,11120,62,43:28.5,43:28.5
250,120606,Khlong Phra Udom,คลองพระอุดม,11120,62,43:28.5,43:28.5
251,120607,Tha It,ท่าอิฐ,11120,62,43:28.5,43:28.5
252,120608,Ko Kret,เกาะเกร็ด,11120,62,43:28.5,43:28.5
253,120609,Om Kret,อ้อมเกร็ด,11120,62,43:28.5,43:28.5
254,120610,Khlong Khoi,คลองข่อย,11120,62,43:28.5,43:28.5
255,120611,Bang Phlap,บางพลับ,11120,62,43:28.5,43:28.5
256,120612,Khlong Kluea,คลองเกลือ,11120,62,43:28.5,43:28.5
257,130101,Bang Prok,บางปรอก,12000,63,43:28.5,43:28.5
258,130102,Ban Mai,บ้านใหม่,12000,63,43:28.5,43:28.5
259,130103,Ban Klang,บ้านกลาง,12000,63,43:28.5,43:28.5
260,130104,Ban Chang,บ้านฉาง,12000,63,43:28.5,43:28.5
261,130105,Ban Krachaeng,บ้านกระแชง,12000,63,43:28.5,43:28.5
262,130106,Bang Khayaeng,บางขะแยง,12000,63,43:28.5,43:28.5
263,130107,Bang Khu Wat,บางคูวัด,12000,63,43:28.5,43:28.5
264,130108,Bang Luang,บางหลวง,12000,63,43:28.5,43:28.5
265,130109,Bang Duea,บางเดื่อ,12000,63,43:28.5,43:28.5
266,130110,Bang Phut,บางพูด,12000,63,43:28.5,43:28.5
267,130111,Bang Phun,บางพูน,12000,63,43:28.5,43:28.5
268,130112,Bang Kadi,บางกะดี,12000,63,43:28.5,43:28.5
269,130113,Suan Phrik Thai,สวนพริกไทย,12000,63,43:28.5,43:28.5
270,130114,Lak Hok,หลักหก,12000,63,43:28.5,43:28.5
271,130201,Khlong Nueng,คลองหนึ่ง,12120,64,43:28.5,43:28.5
272,130202,Khlong Song,คลองสอง,12120,64,43:28.5,43:28.5
273,130203,Khlong Sam,คลองสาม,12120,64,43:28.5,43:28.5
274,130204,Khlong Si,คลองสี่,12120,64,43:28.5,43:28.5
275,130205,Khlong Ha,คลองห้า,12120,64,43:28.5,43:28.5
276,130206,Khlong Hok,คลองหก,12120,64,43:28.5,43:28.5
277,130207,Khlong Chet,คลองเจ็ด,12120,64,43:28.5,43:28.5
278,130301,Pracha Thipat,ประชาธิปัตย์,12130,65,43:28.5,43:28.5
279,130302,Bueng Yitho,บึงยี่โถ,12130,65,43:28.5,43:28.5
280,130303,Rangsit,รังสิต,12110,65,43:28.5,43:28.5
281,130304,Lam Phak Kut,ลำผักกูด,12110,65,43:28.5,43:28.5
282,130305,Bueng Sanan,บึงสนั่น,12110,65,43:28.5,43:28.5
283,130306,Bueng Nam Rak,บึงน้ำรักษ์,12110,65,43:28.5,43:28.5
284,130401,Bueng Ba,บึงบา,12170,66,43:28.5,43:28.5
285,130402,Bueng Bon,บึงบอน,12170,66,43:28.5,43:28.5
286,130403,Bueng Ka Sam,บึงกาสาม,12170,66,43:28.5,43:28.5
287,130404,Bueng Cham O,บึงชำอ้อ,12170,66,43:28.5,43:28.5
288,130405,Nong Sam Wang,หนองสามวัง,12170,66,43:28.5,43:28.5
289,130406,Sala Khru,ศาลาครุ,12170,66,43:28.5,43:28.5
290,130407,Noppharat,นพรัตน์,12170,66,43:28.5,43:28.5
291,130501,Rahaeng,ระแหง,12140,67,43:28.5,43:28.5
292,130502,Lat Lum Kaeo,ลาดหลุมแก้ว,12140,67,43:28.5,43:28.5
293,130503,Khu Bang Luang,คูบางหลวง,12140,67,43:28.5,43:28.5
294,130504,Khu Khwang,คูขวาง,12140,67,43:28.5,43:28.5
295,130505,Khlong Phra Udom,คลองพระอุดม,12140,67,43:28.5,43:28.5
296,130506,Bo Ngoen,บ่อเงิน,12140,67,43:28.5,43:28.5
297,130507,Na Mai,หน้าไม้,12140,67,43:28.5,43:28.5
298,130601,Khu Khot,คูคต,12130,68,43:28.5,43:28.5
299,130602,Lat Sawai,ลาดสวาย,12150,68,43:28.5,43:28.5
300,130603,Bueng Kham Phoi,บึงคำพร้อย,12150,68,43:28.5,43:28.5
301,130604,Lam Luk Ka,ลำลูกกา,12150,68,43:28.5,43:28.5
302,130605,Bueng Thong Lang,บึงทองหลาง,12150,68,43:28.5,43:28.5
303,130606,Lam Sai,ลำไทร,12150,68,43:28.5,43:28.5
304,130607,Bueng Kho Hai,บึงคอไห,12150,68,43:28.5,43:28.5
305,130608,Phuet Udom,พืชอุดม,12150,68,43:28.5,43:28.5
306,130701,Bang Toei,บางเตย,12160,69,43:28.5,43:28.5
307,130702,Khlong Khwai,คลองควาย,12160,69,43:28.5,43:28.5
308,130703,Sam Khok,สามโคก,12160,69,43:28.5,43:28.5
309,130704,Krachaeng,กระแชง,12160,69,43:28.5,43:28.5
310,130705,Bang Pho Nuea,บางโพธิ์เหนือ,12160,69,43:28.5,43:28.5
311,130706,Chiang Rak Yai,เชียงรากใหญ่,12160,69,43:28.5,43:28.5
312,130707,Ban Pathum,บ้านปทุม,12160,69,43:28.5,43:28.5
313,130708,Ban Ngio,บ้านงิ้ว,12160,69,43:28.5,43:28.5
314,130709,Chiang Rak Noi,เชียงรากน้อย,12160,69,43:28.5,43:28.5
315,130710,Bang Krabue,บางกระบือ,12160,69,43:28.5,43:28.5
316,130711,Thai Ko,ท้ายเกาะ,12160,69,43:28.5,43:28.5
317,140101,Pratu Chai,ประตูชัย,13000,70,43:28.5,43:28.5
318,140102,Kamang,กะมัง,13000,70,43:28.5,43:28.5
319,140103,Ho Rattana Chai,หอรัตนไชย,13000,70,43:28.5,43:28.5
320,140104,Hua Ro,หัวรอ,13000,70,43:28.5,43:28.5
321,140105,Tha Wasukri,ท่าวาสุกรี,13000,70,43:28.5,43:28.5
322,140106,Phai Ling,ไผ่ลิง,13000,70,43:28.5,43:28.5
323,140107,Pak Kran,ปากกราน,13000,70,43:28.5,43:28.5
324,140108,Phu Khao Thong,ภูเขาทอง,13000,70,43:28.5,43:28.5
325,140109,Samphao Lom,สำเภาล่ม,13000,70,43:28.5,43:28.5
326,140110,Suan Phrik,สวนพริก,13000,70,43:28.5,43:28.5
327,140111,Khlong Takhian,คลองตะเคียน,13000,70,43:28.5,43:28.5
328,140112,Wat Tum,วัดตูม,13000,70,43:28.5,43:28.5
329,140113,Han Tra,หันตรา,13000,70,43:28.5,43:28.5
330,140114,Lumphli,ลุมพลี,13000,70,43:28.5,43:28.5
331,140115,Ban Mai,บ้านใหม่,13000,70,43:28.5,43:28.5
332,140116,Ban Ko,บ้านเกาะ,13000,70,43:28.5,43:28.5
333,140117,Khlong Suan Phu,คลองสวนพลู,13000,70,43:28.5,43:28.5
334,140118,Khlong Sa Bua,คลองสระบัว,13000,70,43:28.5,43:28.5
335,140119,Ko Rian,เกาะเรียน,13000,70,43:28.5,43:28.5
336,140120,Ban Pom,บ้านป้อม,13000,70,43:28.5,43:28.5
337,140121,Ban Run,บ้านรุม,13000,70,43:28.5,43:28.5
338,140201,Tha Ruea,ท่าเรือ,13130,71,43:28.5,43:28.5
339,140202,Champa,จำปา,13130,71,43:28.5,43:28.5
340,140203,Tha Luang,ท่าหลวง,13130,71,43:28.5,43:28.5
341,140204,Ban Rom,บ้านร่อม,13130,71,43:28.5,43:28.5
342,140205,Sala Loi,ศาลาลอย,13130,71,43:28.5,43:28.5
343,140206,Wang Daeng,วังแดง,13130,71,43:28.5,43:28.5
344,140207,Pho En,โพธิ์เอน,13130,71,43:28.5,43:28.5
345,140208,Pak Tha,ปากท่า,13130,71,43:28.5,43:28.5
346,140209,Nong Khanak,หนองขนาก,13130,71,43:28.5,43:28.5
347,140210,Tha Chao Sanuk,ท่าเจ้าสนุก,13130,71,43:28.5,43:28.5
348,140301,Nakhon Luang,นครหลวง,13260,72,43:28.5,43:28.5
349,140302,Tha Chang,ท่าช้าง,13260,72,43:28.5,43:28.5
350,140303,Bo Phong,บ่อโพง,13260,72,43:28.5,43:28.5
351,140304,Ban Chung,บ้านชุ้ง,13260,72,43:28.5,43:28.5
352,140305,Pak Chan,ปากจั่น,13260,72,43:28.5,43:28.5
353,140306,Bang Rakam,บางระกำ,13260,72,43:28.5,43:28.5
354,140307,Bang Phrakhru,บางพระครู,13260,72,43:28.5,43:28.5
355,140308,Mae La,แม่ลา,13260,72,43:28.5,43:28.5
356,140309,Nong Pling,หนองปลิง,13260,72,43:28.5,43:28.5
357,140310,Khlong Sakae,คลองสะแก,13260,72,43:28.5,43:28.5
358,140311,Sam Thai,สามไถ,13260,72,43:28.5,43:28.5
359,140312,Phra Non,พระนอน,13260,72,43:28.5,43:28.5
360,140401,Bang Sai,บางไทร,13190,73,43:28.5,43:28.5
361,140402,Bang Phli,บางพลี,13190,73,43:28.5,43:28.5
362,140403,Sanam Chai,สนามชัย,13190,73,43:28.5,43:28.5
363,140404,Ban Paeng,บ้านแป้ง,13190,73,43:28.5,43:28.5
364,140405,Na Mai,หน้าไม้,13190,73,43:28.5,43:28.5
365,140406,Bang Yitho,บางยี่โท,13190,73,43:28.5,43:28.5
366,140407,Khae Ok,แคออก,13190,73,43:28.5,43:28.5
367,140408,Khae Tok,แคตก,13190,73,43:28.5,43:28.5
368,140409,Chang Lek,ช่างเหล็ก,13190,73,43:28.5,43:28.5
369,140410,Krachaeng,กระแชง,13190,73,43:28.5,43:28.5
370,140411,Ban Klueng,บ้างกลึง,13190,73,43:28.5,43:28.5
371,140412,Chang Noi,ช้างน้อย,13190,73,43:28.5,43:28.5
372,140413,Ho Mok,ห่อหมก,13190,73,43:28.5,43:28.5
373,140414,Phai Phra,ไผ่พระ,13190,73,43:28.5,43:28.5
374,140415,Kok Kaeo Burapha,กกแก้วบูรพา,13190,73,43:28.5,43:28.5
375,140416,Mai Tra,ไม้ตรา,13190,73,43:28.5,43:28.5
376,140417,Ban Ma,บ้านม้า,13190,73,43:28.5,43:28.5
377,140418,Ban Ko,บ้านเกาะ,13190,73,43:28.5,43:28.5
378,140419,Ratchakhram,ราชคราม,13290,73,43:28.5,43:28.5
379,140420,Chang Yai,ช้างใหญ่,13290,73,43:28.5,43:28.5
380,140422,Chiang Rak Noi,เชียงรากน้อย,13290,73,43:28.5,43:28.5
381,140423,Khok Chang,โคกช้าง,13190,73,43:28.5,43:28.5
382,140501,Bang Ban,บางบาล,13250,74,43:28.5,43:28.5
383,140502,Wat Yom,วัดยม,13250,74,43:28.5,43:28.5
384,140503,Sai Noi,ไทรน้อย,13250,74,43:28.5,43:28.5
